Nivel,Facultad,Carrera,Código,Asignatura,Créditos,Requisitos
1,Negocios,Administración y Negocios Digitales,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Negocios,Administración y Negocios Digitales,HU705,Crítica y Comunicación,3,
1,Negocios,Administración y Negocios Digitales,MA711,Fundamentos para el Cálculo,3,
1,Negocios,Administración y Negocios Digitales,AS22,Negocios y Tendencias Digitales,3,
1,Negocios,Administración y Negocios Digitales,HU713,Pensamiento Crítico Aplicado,3,
1,Negocios,Administración y Negocios Digitales,HU706,Sistemas y Sociedad,3,
2,Negocios,Administración y Negocios Digitales,AS23,Business Hacking,3,AS22
2,Negocios,Administración y Negocios Digitales,MA717,Cálculo,5,MA711
2,Negocios,Administración y Negocios Digitales,AF233,Fundamentos de las Finanzas,3,
2,Negocios,Administración y Negocios Digitales,AD2786,Introducción A La Administración En La Glob.,3,
2,Negocios,Administración y Negocios Digitales,AF237,Macroeconomía,3,
2,Negocios,Administración y Negocios Digitales,AS24,Networking & Business Communication,2,AS22
3,Negocios,Administración y Negocios Digitales,AD2785,Análisis Ins. De La Realidad Peruana Y Global,3,
3,Negocios,Administración y Negocios Digitales,MA718,Estadística Descriptiva,4,MA717
3,Negocios,Administración y Negocios Digitales,HU703,Fundamentos de la Investigación Académica,4,
3,Negocios,Administración y Negocios Digitales,CA200,Introducción A La Contabilidad Financiera,4,AF233
3,Negocios,Administración y Negocios Digitales,AS25,Laboratorio Digital I,2,AS23
3,Negocios,Administración y Negocios Digitales,AF240,Matemática Financiera,4,AF233
4,Negocios,Administración y Negocios Digitales,MA719,Estadística Inferencial,4,MA718
4,Negocios,Administración y Negocios Digitales,AF239,Finanzas Corporativas,4,"CA200,AF240"
4,Negocios,Administración y Negocios Digitales,CA201,Introducción A La Contabilidad Gerencial,4,CA200
4,Negocios,Administración y Negocios Digitales,AS26,Laboratorio Digital Ii,3,AS25
4,Negocios,Administración y Negocios Digitales,AS27,Lean Management,2,AS24
4,Negocios,Administración y Negocios Digitales,AM264,Marketing,3,AD2786
4,Negocios,Administración y Negocios Digitales,AF241,Teoría Microeconómica,3,"MA711,AF237"
5,Negocios,Administración y Negocios Digitales,AD2760,Diseño Organizacional y Procesos,3,AD2786
5,Negocios,Administración y Negocios Digitales,AH136,Gestión del Capital Humano Global,3,AD2786
5,Negocios,Administración y Negocios Digitales,AD2761,Grandes Ideas en Gerencia,3,AM264
5,Negocios,Administración y Negocios Digitales,AS29,Más allá del E-Commerce,3,80CRED
5,Negocios,Administración y Negocios Digitales,MA710,Métodos Cuantitativos,3,MA718
5,Negocios,Administración y Negocios Digitales,AS28,Ux & Customer Experience,4,"AS26,AS27"
6,Negocios,Administración y Negocios Digitales,AD2765,Administración de Operaciones,3,MA710
6,Negocios,Administración y Negocios Digitales,CA218,Análisis E Interpretación de EE.FF.,4,CA201
6,Negocios,Administración y Negocios Digitales,AS31,Growth Marketing,3,100CRED
6,Negocios,Administración y Negocios Digitales,AS30,Validación de Ideas y Modelo de Negocios,3,AS28
7,Negocios,Administración y Negocios Digitales,AH131,Comportamiento Organizacional,3,AH136
7,Negocios,Administración y Negocios Digitales,AF244,Evaluación De Proyectos De Inversión Privada,3,"CA218,AF239"
7,Negocios,Administración y Negocios Digitales,AS32,Gestión de Proyectos Digitales,3,AS31
7,Negocios,Administración y Negocios Digitales,AD2794,Intrapreneurship,3,100CRED
7,Negocios,Administración y Negocios Digitales,AM260,Investigación de Mercado Aplicada a los Negocios,3,"MA719,AM264"
8,Negocios,Administración y Negocios Digitales,AD2793,Emprendimiento De Negocios Sostenibles Formulación,3,140CRED
8,Negocios,Administración y Negocios Digitales,AD2784,Gerencia Estratégica en Org. Conscientes,4,140CRED
8,Negocios,Administración y Negocios Digitales,AD2772,Gestión De Proyectos,3,AD2765
8,Negocios,Administración y Negocios Digitales,AS33,Gestión de Productos Digitales,3,AS32
8,Negocios,Administración y Negocios Digitales,AD2781,Sistemas de Información de Ent. Digitales,3,AD2765
9,Negocios,Administración y Negocios Digitales,AD2792,Emprendimiento De Negocios Sostenibles Impleme.,4,AD2793
9,Negocios,Administración y Negocios Digitales,AS34,Entorno Legal Para Negocios Digitales,3,AS33
9,Negocios,Administración y Negocios Digitales,AS35,Innovación Abierta,3,140CRED
9,Negocios,Administración y Negocios Digitales,AD2782,Metodología de la Investigación,3,140CRED
10,Negocios,Administración y Negocios Digitales,AS38,Data Storytelling,4,AS35
10,Negocios,Administración y Negocios Digitales,AS37,Diseño De Entornos Inteligentes,3,AS35
10,Negocios,Administración y Negocios Digitales,AS36,Seminario De Tesis,3,AD2782
10,Negocios,Administración y Negocios Digitales,AH133,Ética y Responsabilidad Social Empresarial,3,140CRED
1,Negocios,Administración y Negocios Internacionales,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Negocios,Administración y Negocios Internacionales,HU705,Crítica y Comunicación,3,
1,Negocios,Administración y Negocios Internacionales,AN181,International Management,3,
1,Negocios,Administración y Negocios Internacionales,AN180,Introduction To International Business,3,
1,Negocios,Administración y Negocios Internacionales,HU713,Pensamiento Crítico Aplicado,3,
1,Negocios,Administración y Negocios Internacionales,HU706,Sistemas y Sociedad,3,
2,Negocios,Administración y Negocios Internacionales,HU703,Fundamentos de la Investigación Acad,4,
2,Negocios,Administración y Negocios Internacionales,AF233,Fundamentos de las Finanzas,3,
2,Negocios,Administración y Negocios Internacionales,MA711,Fundamentos para el Cálculo,3,
2,Negocios,Administración y Negocios Internacionales,AN200,Inteligencia Comercial Internacional,3,AN180
2,Negocios,Administración y Negocios Internacionales,AN182,Mundo Empresarial Y Realidad Socioe,2,AN181
3,Negocios,Administración y Negocios Internacionales,MA717,Cálculo,5,MA711
3,Negocios,Administración y Negocios Internacionales,MA718,Estadística Descriptiva,4,MA711
3,Negocios,Administración y Negocios Internacionales,AN183,International Business,3,AN180
3,Negocios,Administración y Negocios Internacionales,CA200,Introducción A La Contabilidad Financi,4,AF233
3,Negocios,Administración y Negocios Internacionales,AF240,Matemática Financiera,4,AF233
3,Negocios,Administración y Negocios Internacionales,AF241,Teoría Microeconómica,3,MA711
4,Negocios,Administración y Negocios Internacionales,AN188,Comercio Internacional,3,"AN180,AF241"
4,Negocios,Administración y Negocios Internacionales,MA719,Estadística Inferencial,4,MA718
4,Negocios,Administración y Negocios Internacionales,AF239,Finanzas Corporativas,4,"CA200,AF240"
4,Negocios,Administración y Negocios Internacionales,AN184,International Economy,2,AF241
4,Negocios,Administración y Negocios Internacionales,CA201,Introducción A La Contabilidad Gerenci,4,CA200
4,Negocios,Administración y Negocios Internacionales,AF237,Macroeconomía,3,"MA711,AN181"
4,Negocios,Administración y Negocios Internacionales,AM264,Marketing,3,AF241
5,Negocios,Administración y Negocios Internacionales,AN187,Aduanas,3,AN188
5,Negocios,Administración y Negocios Internacionales,AD2760,Diseño Organizacional y Procesos,3,AN180
5,Negocios,Administración y Negocios Internacionales,AH136,Gestión del Capital Humano Global,3,AN181
5,Negocios,Administración y Negocios Internacionales,MA710,Métodos Cuantitativos,3,MA718
5,Negocios,Administración y Negocios Internacionales,AN192,Plan Comercial Internacional,3,"AN188,AN200,AM264"
6,Negocios,Administración y Negocios Internacionales,AD2765,Administración de Operaciones,3,MA710
6,Negocios,Administración y Negocios Internacionales,CA218,Análisis E Interpretación de EE.FF.,4,CA201
6,Negocios,Administración y Negocios Internacionales,AN199,Costos y Cotizaciones Internacionales,3,"AN188,AN192"
6,Negocios,Administración y Negocios Internacionales,AN201,Derecho Empresarial y de Comercio In,4,AN187
6,Negocios,Administración y Negocios Internacionales,AD2761,Grandes Ideas en Gerencia,3,"AH136,AM264"
7,Negocios,Administración y Negocios Internacionales,AH131,Comportamiento Organizacional,3,AH136
7,Negocios,Administración y Negocios Internacionales,AD2783,Comunicación para el Liderazgo,3,80CRED
7,Negocios,Administración y Negocios Internacionales,AN190,E-Commerce,3,AN192
7,Negocios,Administración y Negocios Internacionales,AF244,Evaluación De Proyectos De Inversión,3,AF239
7,Negocios,Administración y Negocios Internacionales,AM260,Investigación de Mercado Aplicada a lo,3,"MA719,AM264"
8,Negocios,Administración y Negocios Internacionales,AD2772,Gestión De Proyectos,3,AD2765
8,Negocios,Administración y Negocios Internacionales,AN193,Integración Económica Internacional,3,AN201
8,Negocios,Administración y Negocios Internacionales,AN189,Operaciones Financieras Internacional,3,AN199
8,Negocios,Administración y Negocios Internacionales,AD2781,Sistemas de Información de Ent. Digita,3,AD2765
8,Negocios,Administración y Negocios Internacionales,AN194,Transporte Global,3,"AN188,AN192"
9,Negocios,Administración y Negocios Internacionales,AN196,Desarrollo de Proyectos Internacionale,4,"AN199,AN190,AF244,AM260,AN194"
9,Negocios,Administración y Negocios Internacionales,AN195,Gerencia Comercial Multinacional,3,"AN199,AN193,AN192"
9,Negocios,Administración y Negocios Internacionales,AD2784,Gerencia Estratégica en Org. Conscien,4,140CRED
9,Negocios,Administración y Negocios Internacionales,AN197,International Supply Chain Managemen,3,140CRED
9,Negocios,Administración y Negocios Internacionales,AD2782,Metodología de la Investigación,3,140CRED
10,Negocios,Administración y Negocios Internacionales,AN185,CTI Seminario de Tesis,3,AD2782
10,Negocios,Administración y Negocios Internacionales,AN186,Coyuntura Internacional,3,160CRED
10,Negocios,Administración y Negocios Internacionales,AN198,Dirección Multinacional,3,160CRED
10,Negocios,Administración y Negocios Internacionales,AH133,Ética y Responsabilidad Social Empres,3,140CRED
1,Negocios,Administración y Recursos Humanos,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Negocios,Administración y Recursos Humanos,HU705,Crítica y Comunicación,3,
1,Negocios,Administración y Recursos Humanos,AH139,Introducción a la Gestión de Personas,3,
1,Negocios,Administración y Recursos Humanos,AH122,Liderazgo Personal y Felicidad En El Trabajo,3,
1,Negocios,Administración y Recursos Humanos,HU713,Pensamiento Crítico Aplicado,3,
1,Negocios,Administración y Recursos Humanos,HU706,Sistemas y Sociedad,3,
2,Negocios,Administración y Recursos Humanos,HU703,Fundamentos de la Investigación Académica,4,
2,Negocios,Administración y Recursos Humanos,AF233,Fundamentos de las Finanzas,3,
2,Negocios,Administración y Recursos Humanos,MA711,Fundamentos para el Cálculo,3,
2,Negocios,Administración y Recursos Humanos,AH123,Gestión por Competencias en las Organizaciones,3,AH139
2,Negocios,Administración y Recursos Humanos,AD2786,Introducción A La Administración En La Glob.,3,
2,Negocios,Administración y Recursos Humanos,AF237,Macroeconomía,3,
3,Negocios,Administración y Recursos Humanos,AH134,Coaching y Resolución de Conflictos,3,
3,Negocios,Administración y Recursos Humanos,MA717,Cálculo,5,MA711
3,Negocios,Administración y Recursos Humanos,AH140,Incorporación de Personas,3,AH123
3,Negocios,Administración y Recursos Humanos,AF240,Matemática Financiera,4,AF233
3,Negocios,Administración y Recursos Humanos,AF241,Teoría Microeconómica,3,"MA711,AF237"
4,Negocios,Administración y Recursos Humanos,MA718,Estadística Descriptiva,4,MA717
4,Negocios,Administración y Recursos Humanos,AF239,Finanzas Corporativas,4,AF240
4,Negocios,Administración y Recursos Humanos,AH124,Gestión del Rendimiento,3,AH123
4,Negocios,Administración y Recursos Humanos,CA200,Introducción A La Contabilidad Financiera,4,AF233
4,Negocios,Administración y Recursos Humanos,AM264,Marketing,3,AD2786
5,Negocios,Administración y Recursos Humanos,AD2783,Comunicación para el Liderazgo,3,80CRED
5,Negocios,Administración y Recursos Humanos,AH146,Derecho Individual Del Trabajo,3,60CRED
5,Negocios,Administración y Recursos Humanos,AD2760,Diseño Organizacional y Procesos,3,AD2786
5,Negocios,Administración y Recursos Humanos,MA719,Estadística Inferencial,4,MA718
5,Negocios,Administración y Recursos Humanos,AH145,Gestión De La Capacitación Y Desarrollo,3,AH124
5,Negocios,Administración y Recursos Humanos,CA201,Introducción A La Contabilidad Gerencial,4,CA200
6,Negocios,Administración y Recursos Humanos,CA218,Análisis E Interpretación de EE.FF.,4,CA201
6,Negocios,Administración y Recursos Humanos,AH131,Comportamiento Organizacional,3,AH123
6,Negocios,Administración y Recursos Humanos,AH141,Empleabilidad y Plan de Desarrollo Profesional,3,100CRED
6,Negocios,Administración y Recursos Humanos,AH142,Gestión de las Compensaciones,3,AH123
6,Negocios,Administración y Recursos Humanos,MA710,Métodos Cuantitativos,3,MA718
7,Negocios,Administración y Recursos Humanos,AD2765,Administración de Operaciones,3,MA710
7,Negocios,Administración y Recursos Humanos,AH130,Administración de Personal y Remuneraciones,3,AH142
7,Negocios,Administración y Recursos Humanos,AH143,Employee Experience y Cultura Organizacional,3,AH131
7,Negocios,Administración y Recursos Humanos,AF244,Evaluación De Proyectos De Inversión Privada,3,"CA218,AF239"
7,Negocios,Administración y Recursos Humanos,AM260,Investigación de Mercado Aplicada a los Negocios,3,"MA719,AM264"
8,Negocios,Administración y Recursos Humanos,AH147,Derecho Colectivo del Trabajo,3,AH146
8,Negocios,Administración y Recursos Humanos,AD2772,Gestión De Proyectos,3,AD2765
8,Negocios,Administración y Recursos Humanos,AH125,Gestión del Cambio Organizacional,3,AH131
8,Negocios,Administración y Recursos Humanos,AH135,Seguridad y Salud Ocupacional,3,120CRED
8,Negocios,Administración y Recursos Humanos,AD2781,Sistemas de Información de Ent. Digitales,3,AM260
9,Negocios,Administración y Recursos Humanos,AH129,Diversidad E Inclusión,3,
9,Negocios,Administración y Recursos Humanos,AD2784,Gerencia Estratégica en Org. Conscientes,4,140CRED
9,Negocios,Administración y Recursos Humanos,AH127,Gestión de Personas en el Sector Público,3,140CRED
9,Negocios,Administración y Recursos Humanos,AH128,Gestión de las Relaciones De Trabajo,3,AH147
9,Negocios,Administración y Recursos Humanos,AD2782,Metodología de la Investigación,3,140CRED
10,Negocios,Administración y Recursos Humanos,AH126,CTI Seminario de Tesis,3,AD2782
10,Negocios,Administración y Recursos Humanos,AH144,Hr Analytics,3,180CRED
10,Negocios,Administración y Recursos Humanos,AH120,Hr Digital y Metodologías Ágiles,3,180CRED
10,Negocios,Administración y Recursos Humanos,AH121,Liderazgo Gerencial y Equipos de Alto Rendimiento,3,140CRED
10,Negocios,Administración y Recursos Humanos,AH133,Ética y Responsabilidad Social Empresarial,3,140CRED
1,Negocios,Contabilidad y Administración,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Negocios,Contabilidad y Administración,HU705,Crítica y Comunicación,3,
1,Negocios,Contabilidad y Administración,MA711,Fundamentos para el Cálculo,3,
1,Negocios,Contabilidad y Administración,CA229,Gestión Y Liderazgo En La Contabilidad,4,
1,Negocios,Contabilidad y Administración,HU713,Pensamiento Crítico Aplicado,3,
1,Negocios,Contabilidad y Administración,HU706,Sistemas y Sociedad,3,
2,Negocios,Contabilidad y Administración,CA204,Contabilidad Básica,4,CA229
2,Negocios,Contabilidad y Administración,MA717,Cálculo,5,MA711
2,Negocios,Contabilidad y Administración,AF233,Fundamentos de las Finanzas,3,
2,Negocios,Contabilidad y Administración,CA213,Informática Contable,2,CA229
2,Negocios,Contabilidad y Administración,AD2786,Introducción A La Administración En La Glob.,3,HU713
2,Negocios,Contabilidad y Administración,AF237,Macroeconomía,3,MA711
3,Negocios,Contabilidad y Administración,CA205,Contabilidad Intermedia,4,CA204
3,Negocios,Contabilidad y Administración,MA718,Estadística Descriptiva,4,MA717
3,Negocios,Contabilidad y Administración,HU703,Fundamentos de la Investigación Académica,4,HU713
3,Negocios,Contabilidad y Administración,AM264,Marketing,3,AD2786
3,Negocios,Contabilidad y Administración,AF240,Matemática Financiera,4,AF233
3,Negocios,Contabilidad y Administración,AF241,Teoría Microeconómica,3,"MA711,AF237"
4,Negocios,Contabilidad y Administración,CA206,Contabilidad De Costos,4,CA205
4,Negocios,Contabilidad y Administración,DE1167,Derecho De Los Negocios,4,AD2786
4,Negocios,Contabilidad y Administración,MA719,Estadística Inferencial,4,MA718
4,Negocios,Contabilidad y Administración,AF239,Finanzas Corporativas,4,"CA204,AF240"
4,Negocios,Contabilidad y Administración,AH136,Gestión del Capital Humano Global,3,AD2786
4,Negocios,Contabilidad y Administración,CA207,Integración Contable,4,CA205
